Instrument Type,Symbol,ExpiryDate,Underlying Commodity,Strike Price,Option Type,Ex-Basis Delivery Centre,Price Unit,Opening Price,High Price,Low Price,Closing Price,Quantity Traded Today,Measure,No of Trades,Traded Value in Lacs,Open Interest,LastTradedDate
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6850,CE,JAIPUR,RS/QUINTAL,0,0,0,680.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6900,CE,JAIPUR,RS/QUINTAL,0,0,0,647,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6950,CE,JAIPUR,RS/QUINTAL,0,0,0,614.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7000,CE,JAIPUR,RS/QUINTAL,0,0,0,583.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7050,CE,JAIPUR,RS/QUINTAL,0,0,0,553,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7100,CE,JAIPUR,RS/QUINTAL,0,0,0,523.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7150,CE,JAIPUR,RS/QUINTAL,0,0,0,495,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7200,CE,JAIPUR,RS/QUINTAL,0,0,0,468,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7250,CE,JAIPUR,RS/QUINTAL,0,0,0,441.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7300,CE,JAIPUR,RS/QUINTAL,0,0,0,416.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7350,CE,JAIPUR,RS/QUINTAL,0,0,0,392,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7400,CE,JAIPUR,RS/QUINTAL,0,0,0,369,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7450,CE,JAIPUR,RS/QUINTAL,0,0,0,346.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7500,CE,JAIPUR,RS/QUINTAL,0,0,0,325.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7550,CE,JAIPUR,RS/QUINTAL,0,0,0,305,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7600,CE,JAIPUR,RS/QUINTAL,0,0,0,286,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7650,CE,JAIPUR,RS/QUINTAL,0,0,0,267.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7700,CE,JAIPUR,RS/QUINTAL,0,0,0,250,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6300,PE,JAIPUR,RS/QUINTAL,0,0,0,52.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6350,PE,JAIPUR,RS/QUINTAL,0,0,0,59.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6400,PE,JAIPUR,RS/QUINTAL,0,0,0,67,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6450,PE,JAIPUR,RS/QUINTAL,0,0,0,75.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6500,PE,JAIPUR,RS/QUINTAL,0,0,0,84.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6550,PE,JAIPUR,RS/QUINTAL,0,0,0,94.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6600,PE,JAIPUR,RS/QUINTAL,0,0,0,105,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6650,PE,JAIPUR,RS/QUINTAL,0,0,0,116.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6700,PE,JAIPUR,RS/QUINTAL,0,0,0,129,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6750,PE,JAIPUR,RS/QUINTAL,0,0,0,142,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6800,PE,JAIPUR,RS/QUINTAL,0,0,0,156.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6850,PE,JAIPUR,RS/QUINTAL,0,0,0,171.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6900,PE,JAIPUR,RS/QUINTAL,0,0,0,187.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,6950,PE,JAIPUR,RS/QUINTAL,0,0,0,204.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7000,PE,JAIPUR,RS/QUINTAL,0,0,0,223,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7050,PE,JAIPUR,RS/QUINTAL,0,0,0,242,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7100,PE,JAIPUR,RS/QUINTAL,0,0,0,262,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7150,PE,JAIPUR,RS/QUINTAL,0,0,0,283.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7200,PE,JAIPUR,RS/QUINTAL,0,0,0,305.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7250,PE,JAIPUR,RS/QUINTAL,0,0,0,328.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7300,PE,JAIPUR,RS/QUINTAL,0,0,0,353,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7350,PE,JAIPUR,RS/QUINTAL,0,0,0,378,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7400,PE,JAIPUR,RS/QUINTAL,0,0,0,404.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7450,PE,JAIPUR,RS/QUINTAL,0,0,0,432,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7500,PE,JAIPUR,RS/QUINTAL,0,0,0,460,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7550,PE,JAIPUR,RS/QUINTAL,0,0,0,489.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7600,PE,JAIPUR,RS/QUINTAL,0,0,0,519.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7650,PE,JAIPUR,RS/QUINTAL,0,0,0,550.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,10/20/2021,RMSEED20-OCT-2021,7700,PE,JAIPUR,RS/QUINTAL,0,0,0,582.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6200,CE,JAIPUR,RS/QUINTAL,0,0,0,1171,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6250,CE,JAIPUR,RS/QUINTAL,0,0,0,1124.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6300,CE,JAIPUR,RS/QUINTAL,0,0,0,1079,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6350,CE,JAIPUR,RS/QUINTAL,0,0,0,1033.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6400,CE,JAIPUR,RS/QUINTAL,0,0,0,989,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6450,CE,JAIPUR,RS/QUINTAL,0,0,0,945,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6500,CE,JAIPUR,RS/QUINTAL,0,0,0,902,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6550,CE,JAIPUR,RS/QUINTAL,0,0,0,859.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6600,CE,JAIPUR,RS/QUINTAL,0,0,0,818,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6650,CE,JAIPUR,RS/QUINTAL,0,0,0,777.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6700,CE,JAIPUR,RS/QUINTAL,0,0,0,737.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6750,CE,JAIPUR,RS/QUINTAL,0,0,0,698.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6800,CE,JAIPUR,RS/QUINTAL,0,0,0,661,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6850,CE,JAIPUR,RS/QUINTAL,0,0,0,624.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6900,CE,JAIPUR,RS/QUINTAL,0,0,0,588.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6950,CE,JAIPUR,RS/QUINTAL,0,0,0,554,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7000,CE,JAIPUR,RS/QUINTAL,0,0,0,521,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7050,CE,JAIPUR,RS/QUINTAL,0,0,0,489,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7100,CE,JAIPUR,RS/QUINTAL,0,0,0,458,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7150,CE,JAIPUR,RS/QUINTAL,0,0,0,428.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7200,CE,JAIPUR,RS/QUINTAL,0,0,0,400,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7250,CE,JAIPUR,RS/QUINTAL,0,0,0,373,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7300,CE,JAIPUR,RS/QUINTAL,0,0,0,347,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7350,CE,JAIPUR,RS/QUINTAL,0,0,0,322.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7400,CE,JAIPUR,RS/QUINTAL,0,0,0,299,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7450,CE,JAIPUR,RS/QUINTAL,0,0,0,277,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7500,CE,JAIPUR,RS/QUINTAL,0,0,0,256,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7550,CE,JAIPUR,RS/QUINTAL,0,0,0,236,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7600,CE,JAIPUR,RS/QUINTAL,0,0,0,217.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7650,CE,JAIPUR,RS/QUINTAL,0,0,0,200,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7700,CE,JAIPUR,RS/QUINTAL,0,0,0,183.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7750,CE,JAIPUR,RS/QUINTAL,0,0,0,168,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7800,CE,JAIPUR,RS/QUINTAL,0,0,0,154,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7850,CE,JAIPUR,RS/QUINTAL,0,0,0,140.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7900,CE,JAIPUR,RS/QUINTAL,0,0,0,128,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7950,CE,JAIPUR,RS/QUINTAL,0,0,0,116.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,8000,CE,JAIPUR,RS/QUINTAL,0,0,0,106,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,8050,CE,JAIPUR,RS/QUINTAL,0,0,0,96,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6200,PE,JAIPUR,RS/QUINTAL,0,0,0,18,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6250,PE,JAIPUR,RS/QUINTAL,0,0,0,21.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6300,PE,JAIPUR,RS/QUINTAL,0,0,0,25.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6350,PE,JAIPUR,RS/QUINTAL,0,0,0,30,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6400,PE,JAIPUR,RS/QUINTAL,0,0,0,35,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6450,PE,JAIPUR,RS/QUINTAL,0,0,0,41,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6500,PE,JAIPUR,RS/QUINTAL,0,0,0,47.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6550,PE,JAIPUR,RS/QUINTAL,0,0,0,54.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6600,PE,JAIPUR,RS/QUINTAL,0,0,0,63,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6650,PE,JAIPUR,RS/QUINTAL,0,0,0,72,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6700,PE,JAIPUR,RS/QUINTAL,0,0,0,81.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6750,PE,JAIPUR,RS/QUINTAL,0,0,0,92.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6800,PE,JAIPUR,RS/QUINTAL,0,0,0,104.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6850,PE,JAIPUR,RS/QUINTAL,0,0,0,117.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6900,PE,JAIPUR,RS/QUINTAL,0,0,0,131.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,6950,PE,JAIPUR,RS/QUINTAL,0,0,0,147,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7000,PE,JAIPUR,RS/QUINTAL,0,0,0,163.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7050,PE,JAIPUR,RS/QUINTAL,0,0,0,181,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7100,PE,JAIPUR,RS/QUINTAL,0,0,0,199.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7150,PE,JAIPUR,RS/QUINTAL,0,0,0,220,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7200,PE,JAIPUR,RS/QUINTAL,0,0,0,241,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7250,PE,JAIPUR,RS/QUINTAL,0,0,0,263.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7300,PE,JAIPUR,RS/QUINTAL,0,0,0,287.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7350,PE,JAIPUR,RS/QUINTAL,0,0,0,312.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7400,PE,JAIPUR,RS/QUINTAL,0,0,0,339,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7450,PE,JAIPUR,RS/QUINTAL,0,0,0,366.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7500,PE,JAIPUR,RS/QUINTAL,0,0,0,395,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7550,PE,JAIPUR,RS/QUINTAL,0,0,0,425,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7600,PE,JAIPUR,RS/QUINTAL,0,0,0,456,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7650,PE,JAIPUR,RS/QUINTAL,0,0,0,488,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7700,PE,JAIPUR,RS/QUINTAL,0,0,0,521.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7750,PE,JAIPUR,RS/QUINTAL,0,0,0,555.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7800,PE,JAIPUR,RS/QUINTAL,0,0,0,591,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7850,PE,JAIPUR,RS/QUINTAL,0,0,0,627.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7900,PE,JAIPUR,RS/QUINTAL,0,0,0,664.5,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,7950,PE,JAIPUR,RS/QUINTAL,0,0,0,703,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,8000,PE,JAIPUR,RS/QUINTAL,0,0,0,742,0,MT,0,0,0,NOTRADE
OPTFUT,RMSEED,9/20/2021,RMSEED20-SEP-2021,8050,PE,JAIPUR,RS/QUINTAL,0,0,0,782,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5200,CE,INDORE,RS/QUINTAL,0,0,0,1157,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5250,CE,INDORE,RS/QUINTAL,0,0,0,1127,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5300,CE,INDORE,RS/QUINTAL,0,0,0,1097,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5350,CE,INDORE,RS/QUINTAL,0,0,0,1069,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5400,CE,INDORE,RS/QUINTAL,0,0,0,1040,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5450,CE,INDORE,RS/QUINTAL,0,0,0,1013,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5500,CE,INDORE,RS/QUINTAL,0,0,0,986,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5550,CE,INDORE,RS/QUINTAL,0,0,0,959,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5600,CE,INDORE,RS/QUINTAL,0,0,0,933,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5650,CE,INDORE,RS/QUINTAL,0,0,0,908,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5700,CE,INDORE,RS/QUINTAL,0,0,0,883,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5750,CE,INDORE,RS/QUINTAL,0,0,0,859,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5800,CE,INDORE,RS/QUINTAL,0,0,0,835,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5850,CE,INDORE,RS/QUINTAL,0,0,0,812,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5900,CE,INDORE,RS/QUINTAL,0,0,0,789,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5950,CE,INDORE,RS/QUINTAL,0,0,0,767,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6000,CE,INDORE,RS/QUINTAL,0,0,0,745,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6050,CE,INDORE,RS/QUINTAL,0,0,0,724,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6100,CE,INDORE,RS/QUINTAL,0,0,0,703,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6150,CE,INDORE,RS/QUINTAL,0,0,0,683,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6200,CE,INDORE,RS/QUINTAL,0,0,0,663,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6250,CE,INDORE,RS/QUINTAL,0,0,0,644,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6300,CE,INDORE,RS/QUINTAL,0,0,0,625,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6350,CE,INDORE,RS/QUINTAL,0,0,0,607,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6400,CE,INDORE,RS/QUINTAL,0,0,0,589,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6450,CE,INDORE,RS/QUINTAL,0,0,0,571,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6500,CE,INDORE,RS/QUINTAL,0,0,0,554,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,6550,CE,INDORE,RS/QUINTAL,0,0,0,538,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5200,PE,INDORE,RS/QUINTAL,0,0,0,363,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5250,PE,INDORE,RS/QUINTAL,0,0,0,382,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5300,PE,INDORE,RS/QUINTAL,0,0,0,401,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5350,PE,INDORE,RS/QUINTAL,0,0,0,421,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5400,PE,INDORE,RS/QUINTAL,0,0,0,442,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5450,PE,INDORE,RS/QUINTAL,0,0,0,463,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5500,PE,INDORE,RS/QUINTAL,0,0,0,485,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5550,PE,INDORE,RS/QUINTAL,0,0,0,507,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5600,PE,INDORE,RS/QUINTAL,0,0,0,530,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5650,PE,INDORE,RS/QUINTAL,0,0,0,553,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5700,PE,INDORE,RS/QUINTAL,0,0,0,577,0,MT,0,0,0,NOTRADE
OPTFUT,SYBEANIDR,2/18/2022,SYBEANIDR18-FEB-2022,5750,PE,INDORE,RS/QUINTAL,0,0,0,602,0,MT,0,0,0,NOTRADE
